,GrupoHR,Contador,HRDescripcion,HRPuesto,GPlanificacion,EstadoGlobal,EstadoInstalacion,Estrategia,HRContador,EstrategiaMTTO,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador,Frecuencia
9201,JP11-INF-SERS-PLRES-BOMB57,X1,COND_MEC_BOMBA Camb bomba dosificadora,TEC-MEC,P01,4.0,1.0,CAL001,JP11-INF-SERS-PLRES-BOMB57X1,COND,10,Cambio de bomba dosificadora completa,TEC-MEC,PM01,2.0,2.0,JP11-INF-SERS-PLRES-BOMB57X110,
9202,JP11-INF-SERS-PLRES-BOMB57,Y1,COND_ELE_BOMBA Cambio rodaje de motor,TEC-ELE,P01,4.0,1.0,CAL001,JP11-INF-SERS-PLRES-BOMB57Y1,COND,10,Camb rodaje motor de bomba dosificadora,TEC-ELE,PM01,2.0,2.0,JP11-INF-SERS-PLRES-BOMB57Y110,
9203,JP11-INF-SERS-PLRES-BOMB57,Y2,COND_ELE_BOMBA Mant mecanismo d arranque,TEC-ELE,P01,4.0,1.0,CAL001,JP11-INF-SERS-PLRES-BOMB57Y2,COND,10,Mant mecanismo d arranque motor d bomba,TEC-ELE,PM01,2.0,1.0,JP11-INF-SERS-PLRES-BOMB57Y210,
9204,JP11-INF-SERS-PLRES-BOMB57,W1,COND_INS_BOMBA Camb d bomba dosificadora,TEC-INS,P01,4.0,1.0,CAL001,JP11-INF-SERS-PLRES-BOMB57W1,COND,10,Cambio instrumentos d bomba dosificadora,TEC-INS,PM01,2.0,2.0,JP11-INF-SERS-PLRES-BOMB57W110,
9205,JP11-INF-SERS-PLRES-BOMB60,X1,COND_MEC_BOMBA Limp/cambio kit humedo,TEC-MEC,P01,4.0,1.0,CAL001,JP11-INF-SERS-PLRES-BOMB60X1,COND,10,Limpieza y cambio kit humedo de carcasa,TEC-MEC,PM01,2.0,3.0,JP11-INF-SERS-PLRES-BOMB60X110,
9206,JP11-INF-SERS-PLRES-BOMB60,X2,COND_MEC_BOMBA Limp/cambio de kit seco,TEC-MEC,P01,4.0,1.0,CAL001,JP11-INF-SERS-PLRES-BOMB60X2,COND,10,Limpieza y cambio kit seco de carcasa,TEC-MEC,PM01,2.0,3.0,JP11-INF-SERS-PLRES-BOMB60X210,
9207,JP11-INF-SERS-PLRES-BOMB60,X3,COND_MEC_BOMBA Limp/cambio de valvula,TEC-MEC,P01,4.0,1.0,CAL001,JP11-INF-SERS-PLRES-BOMB60X3,COND,10,Limp/cambio valvula distribuidora d aire,TEC-MEC,PM01,2.0,2.0,JP11-INF-SERS-PLRES-BOMB60X310,
9208,JP11-INF-SERS-PLRES-BOMB60,X4,COND_MEC_BOMBA Limp/cambio silenciador,TEC-MEC,P01,4.0,1.0,CAL001,JP11-INF-SERS-PLRES-BOMB60X4,COND,10,Limp y cambio silenciador de aire,TEC-MEC,PM01,2.0,1.0,JP11-INF-SERS-PLRES-BOMB60X410,
9209,JP11-INF-SERS-PLRES-BOMB60,X5,COND_MEC_BOMBA Limp/cambio de de brazos,TEC-MEC,P01,4.0,1.0,CAL001,JP11-INF-SERS-PLRES-BOMB60X5,COND,10,Limp/cambio brazos de succion y descarga,TEC-MEC,PM01,2.0,4.0,JP11-INF-SERS-PLRES-BOMB60X510,
9210,JP11-INF-SERS-PLRES-BOMB60,X6,COND_MEC_BOMBA Cambio bomba dosificadora,TEC-MEC,P01,4.0,1.0,CAL001,JP11-INF-SERS-PLRES-BOMB60X6,COND,10,Cambio de bomba dosificadora de bomba,TEC-MEC,PM01,2.0,4.0,JP11-INF-SERS-PLRES-BOMB60X610,
9211,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9212,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9213,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9214,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9215,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9216,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9217,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9218,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9219,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9220,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9221,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9222,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9223,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9224,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9225,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9226,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9227,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9228,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9229,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9230,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9231,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9232,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9233,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9234,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9235,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9236,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9237,JP11-OXI-EXSO-EXTRA-BOMB47,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-EXSO-EXTRA-BOMB47X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-EXSO-EXTRA-BOMB47X110,
9238,JP11-OXI-LIXI-CLARI-VENT02,X1,COND_MEC_VENTI Cambio alabes ventilador ,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-CLARI-VENT02X1,COND,10,Cambio de alabes de ventilador,TEC-MEC,PM01,2.0,2.0,JP11-OXI-LIXI-CLARI-VENT02X110,
9239,JP11-OXI-LIXI-CLARI-VENT02,X2,"COND_MEC_VENTI Limpieza, mtto, cambio ",TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-CLARI-VENT02X2,COND,10,"Limpieza, mtto y/o cambio silenciador",TEC-MEC,PM01,2.0,0.3,JP11-OXI-LIXI-CLARI-VENT02X210,
9240,JP11-OXI-LIXI-CLARI-VENT02,Y1,COND_ELE_VENTI Cambio motor electrico,TEC-ELE,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-CLARI-VENT02Y1,COND,10,Cambio de motor electrico de ventilador,TEC-ELE,PM01,2.0,4.0,JP11-OXI-LIXI-CLARI-VENT02Y110,
9241,JP11-OXI-LIXI-CLARI-VENT02,W1,COND_INS_VENTI Limpieza y cambio compone,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-CLARI-VENT02W1,COND,10,Limpieza y cambio componentes averiado,TEC-INS,PM01,2.0,2.0,JP11-OXI-LIXI-CLARI-VENT02W110,
9242,JP11-SUL-REAC-RECAL-LACA01,X1,COND_MEC_LAVAD Cambio toberas de lavado,TEC-MEC,P01,4.0,1.0,CAL001,JP11-SUL-REAC-RECAL-LACA01X1,COND,10,Cambio de toberas de lavado de scrubber,TEC-MEC,PM01,2.0,4.0,JP11-SUL-REAC-RECAL-LACA01X110,
9243,JP11-SUL-REAC-RECAL-LACA01,W1,COND_INS_LAVAD Camb instrumentos y val,TEC-INS,P01,4.0,1.0,CAL001,JP11-SUL-REAC-RECAL-LACA01W1,COND,10,Cambio de instrumentos y valvulas,TEC-INS,PM01,2.0,2.0,JP11-SUL-REAC-RECAL-LACA01W110,
9244,JP11-SUL-REAC-RECAL-LACA02,X1,COND_MEC_LAVAD Cambio toberas de lavado,TEC-MEC,P01,4.0,1.0,CAL001,JP11-SUL-REAC-RECAL-LACA02X1,COND,10,Cambio de toberas de lavado de scrubber,TEC-MEC,PM01,2.0,4.0,JP11-SUL-REAC-RECAL-LACA02X110,
9245,JP11-SUL-REAC-RECAL-LACA02,W1,COND_INS_LAVAD Camb instrumentos y val,TEC-INS,P01,4.0,1.0,CAL001,JP11-SUL-REAC-RECAL-LACA02W1,COND,10,Cambio de instrumentos y valvulas,TEC-INS,PM01,2.0,2.0,JP11-SUL-REAC-RECAL-LACA02W110,
9246,JP11-OXI-ELOB-CATOD-TANQ49,X1,COND_MEC_PAQUE Cambio bomba centrifuga ,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-ELOB-CATOD-TANQ49X1,COND,10,Cambio bomba centrifuga desmineralizador,TEC-MEC,PM01,2.0,0.3,JP11-OXI-ELOB-CATOD-TANQ49X110,
9247,JP11-OXI-ELOB-CATOD-TANQ49,W1,COND_INS_PAQUE Cambio instrumento condic,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-ELOB-CATOD-TANQ49W1,COND,10,Cambio instrumentos acuerdo a condicion,TEC-INS,PM01,2.0,2.0,JP11-OXI-ELOB-CATOD-TANQ49W110,
9248,JP11-OXI-ELOB-CATOD-BOMB63,X1,COND_MEC_BOMBA Cambio de bomba,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-ELOB-CATOD-BOMB63X1,COND,10,Cambio de bomba,TEC-MEC,PM01,2.0,2.0,JP11-OXI-ELOB-CATOD-BOMB63X110,
9249,JP11-OXI-LIXI-LIXBA-TANQ50,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ50X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ50X110,
9250,JP11-OXI-LIXI-LIXBA-TANQ50,X2,COND_MEC_TANQU Insp pintura de tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ50X2,COND,10,Inspeccion de pintura de tanque,TEC-MEC,PM01,3.0,4.0,JP11-OXI-LIXI-LIXBA-TANQ50X210,
9251,JP11-OXI-LIXI-LIXBA-TANQ50,W1,COND_INS_TANQU Cambio instrumentos tanq,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ50W1,COND,10,Cambio de instrumentos de tanque,TEC-INS,PM01,2.0,1.0,JP11-OXI-LIXI-LIXBA-TANQ50W110,
9252,JP11-OXI-LIXI-LIXBA-TANQ51,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ51X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ51X110,
9253,JP11-OXI-LIXI-LIXBA-TANQ51,X2,COND_MEC_TANQU Insp pintura de tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ51X2,COND,10,Inspeccion de pintura de tanque,TEC-MEC,PM01,3.0,4.0,JP11-OXI-LIXI-LIXBA-TANQ51X210,
9254,JP11-OXI-LIXI-LIXBA-TANQ51,W1,COND_INS_TANQU Cambio instrumentos tanq,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ51W1,COND,10,Cambio de instrumentos de tanque,TEC-INS,PM01,2.0,1.0,JP11-OXI-LIXI-LIXBA-TANQ51W110,
9255,JP11-OXI-LIXI-LIXBA-TANQ52,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ52X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ52X110,
9256,JP11-OXI-LIXI-LIXBA-TANQ52,X2,COND_MEC_TANQU Insp pintura de tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ52X2,COND,10,Inspeccion de pintura de tanque,TEC-MEC,PM01,3.0,4.0,JP11-OXI-LIXI-LIXBA-TANQ52X210,
9257,JP11-OXI-LIXI-LIXBA-TANQ52,W1,COND_INS_TANQU Cambio instrumentos tanq,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ52W1,COND,10,Cambio de instrumentos de tanque,TEC-INS,PM01,2.0,1.0,JP11-OXI-LIXI-LIXBA-TANQ52W110,
9258,JP11-OXI-LIXI-LIXBA-TANQ53,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ53X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ53X110,
9259,JP11-OXI-LIXI-LIXBA-TANQ53,X2,COND_MEC_TANQU Insp pintura de tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ53X2,COND,10,Inspeccion de pintura de tanque,TEC-MEC,PM01,3.0,4.0,JP11-OXI-LIXI-LIXBA-TANQ53X210,
9260,JP11-OXI-LIXI-LIXBA-TANQ53,W1,COND_INS_TANQU Cambio instrumentos tanq,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ53W1,COND,10,Cambio de instrumentos de tanque,TEC-INS,PM01,2.0,1.0,JP11-OXI-LIXI-LIXBA-TANQ53W110,
9261,JP11-OXI-LIXI-LIXBA-TANQ54,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ54X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ54X110,
9262,JP11-OXI-LIXI-LIXBA-TANQ54,X2,COND_MEC_TANQU Insp pintura de tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ54X2,COND,10,Inspeccion de pintura de tanque,TEC-MEC,PM01,3.0,4.0,JP11-OXI-LIXI-LIXBA-TANQ54X210,
9263,JP11-OXI-LIXI-LIXBA-TANQ54,W1,COND_INS_TANQU Cambio instrumentos tanq,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ54W1,COND,10,Cambio de instrumentos de tanque,TEC-INS,PM01,2.0,1.0,JP11-OXI-LIXI-LIXBA-TANQ54W110,
9264,JP11-OXI-LIXI-LIXBA-TANQ55,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ55X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ55X110,
9265,JP11-OXI-LIXI-LIXBA-TANQ55,X2,COND_MEC_TANQU Insp pintura de tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ55X2,COND,10,Inspeccion de pintura de tanque,TEC-MEC,PM01,3.0,4.0,JP11-OXI-LIXI-LIXBA-TANQ55X210,
9266,JP11-OXI-LIXI-LIXBA-TANQ55,W1,COND_INS_TANQU Cambio instrumentos tanq,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ55W1,COND,10,Cambio de instrumentos de tanque,TEC-INS,PM01,2.0,1.0,JP11-OXI-LIXI-LIXBA-TANQ55W110,
9267,JP11-OXI-LIXI-LIXBA-TANQ56,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ56X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ56X110,
9268,JP11-OXI-LIXI-LIXBA-TANQ56,X2,COND_MEC_TANQU Insp pintura de tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ56X2,COND,10,Inspeccion de pintura de tanque,TEC-MEC,PM01,3.0,4.0,JP11-OXI-LIXI-LIXBA-TANQ56X210,
9269,JP11-OXI-LIXI-LIXBA-TANQ56,W1,COND_INS_TANQU Cambio instrumentos tanq,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ56W1,COND,10,Cambio de instrumentos de tanque,TEC-INS,PM01,2.0,1.0,JP11-OXI-LIXI-LIXBA-TANQ56W110,
9270,JP11-OXI-LIXI-LIXBA-TANQ57,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ57X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ57X110,
9271,JP11-OXI-LIXI-LIXBA-TANQ57,X2,COND_MEC_TANQU Insp pintura de tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ57X2,COND,10,Inspeccion de pintura de tanque,TEC-MEC,PM01,3.0,4.0,JP11-OXI-LIXI-LIXBA-TANQ57X210,
9272,JP11-OXI-LIXI-LIXBA-TANQ57,W1,COND_INS_TANQU Cambio instrumentos tanq,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ57W1,COND,10,Cambio de instrumentos de tanque,TEC-INS,PM01,2.0,1.0,JP11-OXI-LIXI-LIXBA-TANQ57W110,
9273,JP11-OXI-LIXI-LIXBA-TANQ58,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ58X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ58X110,
9274,JP11-OXI-LIXI-LIXBA-TANQ58,X2,COND_MEC_TANQU Insp pintura de tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ58X2,COND,10,Inspeccion de pintura de tanque,TEC-MEC,PM01,3.0,4.0,JP11-OXI-LIXI-LIXBA-TANQ58X210,
9275,JP11-OXI-LIXI-LIXBA-TANQ58,W1,COND_INS_TANQU Cambio instrumentos tanq,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ58W1,COND,10,Cambio de instrumentos de tanque,TEC-INS,PM01,2.0,1.0,JP11-OXI-LIXI-LIXBA-TANQ58W110,
9276,JP11-OXI-LIXI-LIXBA-TANQ59,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ59X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ59X110,
9277,JP11-OXI-LIXI-LIXBA-TANQ59,X2,COND_MEC_TANQU Insp pintura de tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ59X2,COND,10,Inspeccion de pintura de tanque,TEC-MEC,PM01,3.0,4.0,JP11-OXI-LIXI-LIXBA-TANQ59X210,
9278,JP11-OXI-LIXI-LIXBA-TANQ59,W1,COND_INS_TANQU Cambio instrumentos tanq,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ59W1,COND,10,Cambio de instrumentos de tanque,TEC-INS,PM01,2.0,1.0,JP11-OXI-LIXI-LIXBA-TANQ59W110,
9279,JP11-OXI-LIXI-LIXBA-TANQ60,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ60X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ60X110,
9280,JP11-OXI-LIXI-LIXBA-TANQ60,X2,COND_MEC_TANQU Insp pintura de tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ60X2,COND,10,Inspeccion de pintura de tanque,TEC-MEC,PM01,3.0,4.0,JP11-OXI-LIXI-LIXBA-TANQ60X210,
9281,JP11-OXI-LIXI-LIXBA-TANQ60,W1,COND_INS_TANQU Cambio instrumentos tanq,TEC-INS,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ60W1,COND,10,Cambio de instrumentos de tanque,TEC-INS,PM01,2.0,1.0,JP11-OXI-LIXI-LIXBA-TANQ60W110,
9282,JP11-OXI-LIXI-LIXBA-TANQ61,X1,COND_MEC_TANQU Cambio valvulas tanque,TEC-MEC,P01,4.0,1.0,CAL001,JP11-OXI-LIXI-LIXBA-TANQ61X1,COND,10,Cambio de valvulas de tanque,TEC-MEC,PM01,4.0,8.0,JP11-OXI-LIXI-LIXBA-TANQ61X110,
