,key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo,Date task done,Man hour,Strategy
5135,3241-PU-310|02-05-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
5136,3241-PU-311|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
5137,3241-PU-311|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
5138,3241-PU-311|01-03-03,"Desmontar el acople, verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre (masas, canales y chavetas), montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
5139,3241-PU-311|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
5140,3241-PU-311|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvío cambiar los componentes internos.",PREV,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
5141,3241-PU-311|02-01-03,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,6.0,3,4000.0,H,2021-04-01,18.0,4000H
5142,3241-PU-311|02-01-04,"Desmontar y retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, montar la carcasa.",PREV,TEC-MEC,DET,8.0,3,8000.0,H,2021-04-01,24.0,8000H
5143,3241-PU-311|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
5144,3241-PU-311|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
5145,3241-PU-311|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 355 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, lado impulsor 145 Gr. y lado acople 210 Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar 65 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, 25 gramos lado impulsor y 40 gramos lado acople). Frecuencia trimestral equivalente a 2000H.",LUBR,TEC-MEC,MAR,0.5,2,2000.0,H,2021-04-01,1.0,2000H
5146,3241-PU-311|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,330.0,H,2021-04-01,0.5,330H
5147,3241-PU-311|02-03-02,"Desmontar el eje de la bomba desde el lado de la caja de rodamientos, desmontar las tapas y la carcasa, desmontar el sello mecánico, verificar el desgaste de la camiseta de ser necesario reemplazar el componente, montar el impulsor sobre el eje, montar la caja de rodamientos y asegurar la carcasa.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
5148,3241-PU-311|02-04-01,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, cambiar eje o recuperar la medida por medio de camisetas o bujes de desgaste.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
5149,3241-PU-311|02-05-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
5150,3241-PU-312|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
5151,3241-PU-312|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
5152,3241-PU-312|01-03-03,"Desmontar el acople, verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre (masas, canales y chavetas), montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
5153,3241-PU-312|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
5154,3241-PU-312|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvío cambiar los componentes internos.",PREV,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
5155,3241-PU-312|02-01-03,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,6.0,3,4000.0,H,2021-04-01,18.0,4000H
5156,3241-PU-312|02-01-04,"Desmontar y retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, montar la carcasa.",PREV,TEC-MEC,DET,8.0,3,8000.0,H,2021-04-01,24.0,8000H
5157,3241-PU-312|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
5158,3241-PU-312|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
5159,3241-PU-312|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 355 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, lado impulsor 145 Gr. y lado acople 210 Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar 65 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, 25 gramos lado impulsor y 40 gramos lado acople). Frecuencia trimestral equivalente a 2000H.",LUBR,TEC-MEC,MAR,0.5,2,2000.0,H,2021-04-01,1.0,2000H
5160,3241-PU-312|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,330.0,H,2021-04-01,0.5,330H
5161,3241-PU-312|02-03-02,"Desmontar el eje de la bomba desde el lado de la caja de rodamientos, desmontar las tapas y la carcasa, desmontar el sello mecánico, verificar el desgaste de la camiseta de ser necesario reemplazar el componente, montar el impulsor sobre el eje, montar la caja de rodamientos y asegurar la carcasa.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
5162,3241-PU-312|02-04-01,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, cambiar eje o recuperar la medida por medio de camisetas o bujes de desgaste.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
5163,3241-PU-312|02-05-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
5164,3241-PU-313|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
5165,3241-PU-313|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
5166,3241-PU-313|01-03-03,"Desmontar el acople, verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre (masas, canales y chavetas), montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
5167,3241-PU-313|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
5168,3241-PU-313|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvío cambiar los componentes internos.",PREV,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
5169,3241-PU-313|02-01-03,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,6.0,3,4000.0,H,2021-04-01,18.0,4000H
5170,3241-PU-313|02-01-04,"Desmontar y retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, montar la carcasa.",PREV,TEC-MEC,DET,8.0,3,8000.0,H,2021-04-01,24.0,8000H
5171,3241-PU-313|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
5172,3241-PU-313|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
5173,3241-PU-313|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 355 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, lado impulsor 145 Gr. y lado acople 210 Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar 65 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, 25 gramos lado impulsor y 40 gramos lado acople). Frecuencia trimestral equivalente a 2000H.",LUBR,TEC-MEC,MAR,0.5,2,2000.0,H,2021-04-01,1.0,2000H
5174,3241-PU-313|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,330.0,H,2021-04-01,0.5,330H
5175,3241-PU-313|02-03-02,"Desmontar el eje de la bomba desde el lado de la caja de rodamientos, desmontar las tapas y la carcasa, desmontar el sello mecánico, verificar el desgaste de la camiseta de ser necesario reemplazar el componente, montar el impulsor sobre el eje, montar la caja de rodamientos y asegurar la carcasa.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
5176,3241-PU-313|02-04-01,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, cambiar eje o recuperar la medida por medio de camisetas o bujes de desgaste.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
5177,3241-PU-313|02-05-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
5178,3241-PU-314|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
5179,3241-PU-314|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
5180,3241-PU-314|01-03-03,"Desmontar el acople, verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre (masas, canales y chavetas), montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
5181,3241-PU-314|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
5182,3241-PU-314|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvío cambiar los componentes internos.",PREV,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
5183,3241-PU-314|02-01-03,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,6.0,3,4000.0,H,2021-04-01,18.0,4000H
5184,3241-PU-314|02-01-04,"Desmontar y retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, montar la carcasa.",PREV,TEC-MEC,DET,8.0,3,8000.0,H,2021-04-01,24.0,8000H
5185,3241-PU-314|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
5186,3241-PU-314|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
5187,3241-PU-314|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 355 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, lado impulsor 145 Gr. y lado acople 210 Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar 65 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, 25 gramos lado impulsor y 40 gramos lado acople). Frecuencia trimestral equivalente a 2000H.",LUBR,TEC-MEC,MAR,0.5,2,2000.0,H,2021-04-01,1.0,2000H
5188,3241-PU-314|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,330.0,H,2021-04-01,0.5,330H
5189,3241-PU-314|02-03-02,"Desmontar el eje de la bomba desde el lado de la caja de rodamientos, desmontar las tapas y la carcasa, desmontar el sello mecánico, verificar el desgaste de la camiseta de ser necesario reemplazar el componente, montar el impulsor sobre el eje, montar la caja de rodamientos y asegurar la carcasa.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
5190,3241-PU-314|02-04-01,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, cambiar eje o recuperar la medida por medio de camisetas o bujes de desgaste.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
5191,3241-PU-314|02-05-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
5192,3241-PU-315|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
5193,3241-PU-315|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
5194,3241-PU-315|01-03-03,"Desmontar el acople, verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre (masas, canales y chavetas), montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
5195,3241-PU-315|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
5196,3241-PU-315|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvío cambiar los componentes internos.",PREV,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
5197,3241-PU-315|02-01-03,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,6.0,3,4000.0,H,2021-04-01,18.0,4000H
5198,3241-PU-315|02-01-04,"Desmontar y retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, montar la carcasa.",PREV,TEC-MEC,DET,8.0,3,8000.0,H,2021-04-01,24.0,8000H
5199,3241-PU-315|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
5200,3241-PU-315|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
5201,3241-PU-315|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 355 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, lado impulsor 145 Gr. y lado acople 210 Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar 65 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, 25 gramos lado impulsor y 40 gramos lado acople). Frecuencia trimestral equivalente a 2000H.",LUBR,TEC-MEC,MAR,0.5,2,2000.0,H,2021-04-01,1.0,2000H
5202,3241-PU-315|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,330.0,H,2021-04-01,0.5,330H
5203,3241-PU-315|02-03-02,"Desmontar el eje de la bomba desde el lado de la caja de rodamientos, desmontar las tapas y la carcasa, desmontar el sello mecánico, verificar el desgaste de la camiseta de ser necesario reemplazar el componente, montar el impulsor sobre el eje, montar la caja de rodamientos y asegurar la carcasa.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
5204,3241-PU-315|02-04-01,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, cambiar eje o recuperar la medida por medio de camisetas o bujes de desgaste.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
5205,3241-PU-315|02-05-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
5206,3351-PU-371|01-02-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
5207,3351-PU-371|01-02-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
5208,3351-PU-371|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5209,3351-PU-371|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvio cambiar los componetes internos.",INSP,TEC-MEC,DET,0.5,2,8000.0,H,2021-04-01,1.0,8000H
5210,3351-PU-371|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
5211,3351-PU-371|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 35 Gr. (Grasa NGLI 2 - MobilGrease XHP 222, lado impulsor 10 Gr. y lado acople 25 Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar 80 Gr. (Grasa NGLI 2 - MobilGrease XHP 222 Gr. Lado impulsor 30 Gr. y Lado acople 50 Gr.).",LUBR,TEC-MEC,MAR,0.5,2,7000.0,H,2021-04-01,1.0,7000H
5212,3351-PU-371|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5213,2287-PU-271|01-02-01,"Inspección carcasa, estado de pintura y elementos de sujeción.",PREV,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5214,2287-PU-271|01-02-02,Inspección de vibración y temperatura,PREV,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
5215,2287-PU-271|01-02-05,Inspección de fugas en sellos.,PREV,TEC-MEC,MAR,0.25,2,8000.0,H,2021-04-01,0.5,8000H
5216,2287-PU-271|01-02-06,Cambio de aceite de reductor.,PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
5217,2287-PU-271|02-01-01,Inspección de vibración y temperatura.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
5218,2287-PU-271|02-01-04,Cambio de aceite.,PREV,TEC-MEC,MAR,2.0,2,4000.0,H,2021-04-01,4.0,4000H
5219,2287-PU-271|02-02-01,Inspección de fugas línea de succión y descarga,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5220,2287-PU-271|02-02-02,Inspección de estado de corrosión y pintura.,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5221,2287-PU-271|02-02-03,Inspección de fugas en sello mecánico.,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5222,2287-PU-271|02-02-04,Cambio de sello mecánico.,PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
5223,2287-PU-271|02-02-05,Cambio de empaques de succión y descarga.,PREV,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
5224,2287-PU-271|02-02-06,Prueba de eficiencia de la bomba.,PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
5225,2287-PU-271|02-03-01,Inspección de ruido en estator.,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5226,2287-PU-271|02-03-03,Limpieza y lavado de bomba.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
5227,2287-PU-273|01-02-01,"Inspección carcasa, estado de pintura y elementos de sujeción.",PREV,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5228,2287-PU-273|01-02-02,Inspección de vibración y temperatura.,PREV,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
5229,2287-PU-273|01-02-05,Inspección de fugas en sellos.,PREV,TEC-MEC,MAR,0.25,2,4000.0,H,2021-04-01,0.5,4000H
5230,2287-PU-273|01-02-06,Cambio de aceite de reductor.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
5231,2287-PU-273|02-01-01,Inspección de vibración y temperatura.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
5232,2287-PU-273|02-01-04,Cambio de aceite.,PREV,TEC-MEC,MAR,2.0,2,4000.0,H,2021-04-01,4.0,4000H
5233,2287-PU-273|02-02-01,Inspección de fugas línea de succión y descarga,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5234,2287-PU-273|02-02-02,Inspección de estado de corrosión y pintura.,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5235,2287-PU-273|02-02-03,Inspección de fugas en sello mecánico.,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5236,2287-PU-273|02-02-04,Cambio de sello mecánico.,PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
5237,2287-PU-273|02-02-05,Cambio de empaques de succión y descarga.,PREV,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
5238,2287-PU-273|02-02-06,Prueba de eficiencia de la bomba.,PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
5239,2287-PU-273|02-03-01,Inspección de ruido en estator.,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
5240,2287-PU-273|02-03-03,Limpieza y lavado de bomba.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
5241,5612-XM-510|01-01-01,Lubricación de puntos de engrase en brazo.,LUBR,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
5242,5612-XM-510|01-01-02,Lubricación de juntas articuladas.,LUBR,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
