PE,1_WBS,2_WBS,3_WBS,4_WBS,WBS,Level,All,Lvl 1,Lvl 1 ENG,Lvl 1 ESP,Lvl 2,Lvl 2 ENG,Lvl 2 ESP,Lvl 3,Lvl 3 ENG,Lvl 3 ESP,Lvl 4,Lvl 1 ENG,Lvl 1 ESP
5132,5,1,3,2,5132,4,Drainage Pond 2 / Poza de Drenaje 2,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,SEA WATER SUPPLY / SUMINISTRO DE AGUA DE MAR,SEA WATER SUPPLY,SUMINISTRO DE AGUA DE MAR,SEA WATER DRAINAGE PONDS / POZAS DE DRENAJE PARA AGUA DE MAR,SEA WATER DRAINAGE PONDS,POZAS DE DRENAJE PARA AGUA DE MAR,Drainage Pond 2 / Poza de Drenaje 2,Drainage Pond 2,Poza de Drenaje 2
5139,5,1,3,9,5139,4,Sea Water Drainage Ponds General / Pozas de Drenaje para Agua de Mar - General,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,SEA WATER SUPPLY / SUMINISTRO DE AGUA DE MAR,SEA WATER SUPPLY,SUMINISTRO DE AGUA DE MAR,SEA WATER DRAINAGE PONDS / POZAS DE DRENAJE PARA AGUA DE MAR,SEA WATER DRAINAGE PONDS,POZAS DE DRENAJE PARA AGUA DE MAR,Sea Water Drainage Ponds General / Pozas de Drenaje para Agua de Mar - General,Sea Water Drainage Ponds General,Pozas de Drenaje para Agua de Mar - General
514,5,1,4,0,5140,3,,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,SEA WATER SUPPLY / SUMINISTRO DE AGUA DE MAR,SEA WATER SUPPLY,SUMINISTRO DE AGUA DE MAR,,,,,,
5141,5,1,4,1,5141,4,Sea Water Terminal Station / Estación Terminal de Agua de Mar,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,SEA WATER SUPPLY / SUMINISTRO DE AGUA DE MAR,SEA WATER SUPPLY,SUMINISTRO DE AGUA DE MAR,,,,Sea Water Terminal Station / Estación Terminal de Agua de Mar,Sea Water Terminal Station,Estación Terminal de Agua de Mar
519,5,1,9,0,5190,3,SEA WATER SUPPLY / SUMINISTRO DE AGUA DE MAR - ELECTRICAL WORKS,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,SEA WATER SUPPLY / SUMINISTRO DE AGUA DE MAR,SEA WATER SUPPLY,SUMINISTRO DE AGUA DE MAR,SEA WATER SUPPLY / SUMINISTRO DE AGUA DE MAR - ELECTRICAL WORKS,SEA WATER SUPPLY,SUMINISTRO DE AGUA DE MAR - ELECTRICAL WORKS,,,
5199,5,1,9,9,5199,4,Electrical Works / Trabajos Eléctricos,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,SEA WATER SUPPLY / SUMINISTRO DE AGUA DE MAR,SEA WATER SUPPLY,SUMINISTRO DE AGUA DE MAR,SEA WATER SUPPLY / SUMINISTRO DE AGUA DE MAR - ELECTRICAL WORKS,SEA WATER SUPPLY,SUMINISTRO DE AGUA DE MAR - ELECTRICAL WORKS,Electrical Works / Trabajos Eléctricos,Electrical Works,Trabajos Eléctricos
52,5,2,0,0,5200,2,POWER SUPPLY / FUENTE DE ALIMENTACIÓN,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,POWER SUPPLY / FUENTE DE ALIMENTACIÓN,POWER SUPPLY,FUENTE DE ALIMENTACIÓN,,,,,,
521,5,2,1,0,5210,3,TRANSMISSION LINES / LÍNEAS DE TRANSMISIÓN,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,POWER SUPPLY / FUENTE DE ALIMENTACIÓN,POWER SUPPLY,FUENTE DE ALIMENTACIÓN,TRANSMISSION LINES / LÍNEAS DE TRANSMISIÓN,TRANSMISSION LINES,LÍNEAS DE TRANSMISIÓN,,,
5211,5,2,1,1,5211,4,22.9kV Transmission Lines / Líneas de Transmisión 22.9kV,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,POWER SUPPLY / FUENTE DE ALIMENTACIÓN,POWER SUPPLY,FUENTE DE ALIMENTACIÓN,TRANSMISSION LINES / LÍNEAS DE TRANSMISIÓN,TRANSMISSION LINES,LÍNEAS DE TRANSMISIÓN,22.9kV Transmission Lines / Líneas de Transmisión 22.9kV,22.9kV Transmission Lines,Líneas de Transmisión 22.9kV
5212,5,2,1,2,5212,4,Telecommunications & Digital Control / Telecomunicaciones y Control Digital,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,POWER SUPPLY / FUENTE DE ALIMENTACIÓN,POWER SUPPLY,FUENTE DE ALIMENTACIÓN,TRANSMISSION LINES / LÍNEAS DE TRANSMISIÓN,TRANSMISSION LINES,LÍNEAS DE TRANSMISIÓN,Telecommunications & Digital Control / Telecomunicaciones y Control Digital,Telecommunications & Digital Control,Telecomunicaciones y Control Digital
522,5,2,2,0,5220,3,POROMA SUBSTATION / SUBESTACIÓN POROMA,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,POWER SUPPLY / FUENTE DE ALIMENTACIÓN,POWER SUPPLY,FUENTE DE ALIMENTACIÓN,POROMA SUBSTATION / SUBESTACIÓN POROMA,POROMA SUBSTATION,SUBESTACIÓN POROMA,,,
5221,5,2,2,1,5221,4,Main Electrical HV Sub-Station / Subestación Eléctrica Principal AT,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,POWER SUPPLY / FUENTE DE ALIMENTACIÓN,POWER SUPPLY,FUENTE DE ALIMENTACIÓN,POROMA SUBSTATION / SUBESTACIÓN POROMA,POROMA SUBSTATION,SUBESTACIÓN POROMA,Main Electrical HV Sub-Station / Subestación Eléctrica Principal AT,Main Electrical HV Sub-Station,Subestación Eléctrica Principal AT
5222,5,2,2,2,5222,4,Complimentary HV Sub-Station / Subestación Auxiliar AT,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,POWER SUPPLY / FUENTE DE ALIMENTACIÓN,POWER SUPPLY,FUENTE DE ALIMENTACIÓN,POROMA SUBSTATION / SUBESTACIÓN POROMA,POROMA SUBSTATION,SUBESTACIÓN POROMA,Complimentary HV Sub-Station / Subestación Auxiliar AT,Complimentary HV Sub-Station,Subestación Auxiliar AT
5223,5,2,2,3,5223,4,Auxillary Services / Servicios Auxiliares,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,POWER SUPPLY / FUENTE DE ALIMENTACIÓN,POWER SUPPLY,FUENTE DE ALIMENTACIÓN,POROMA SUBSTATION / SUBESTACIÓN POROMA,POROMA SUBSTATION,SUBESTACIÓN POROMA,Auxillary Services / Servicios Auxiliares,Auxillary Services,Servicios Auxiliares
5224,5,2,2,4,5224,4,Telecommunications & Digital Control / Telecomunicaciones y Control Digital,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,POWER SUPPLY / FUENTE DE ALIMENTACIÓN,POWER SUPPLY,FUENTE DE ALIMENTACIÓN,POROMA SUBSTATION / SUBESTACIÓN POROMA,POROMA SUBSTATION,SUBESTACIÓN POROMA,Telecommunications & Digital Control / Telecomunicaciones y Control Digital,Telecommunications & Digital Control,Telecomunicaciones y Control Digital
5229,5,2,2,9,5229,4,Poroma Substation General / Subestación Poroma - General,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,POWER SUPPLY / FUENTE DE ALIMENTACIÓN,POWER SUPPLY,FUENTE DE ALIMENTACIÓN,POROMA SUBSTATION / SUBESTACIÓN POROMA,POROMA SUBSTATION,SUBESTACIÓN POROMA,Poroma Substation General / Subestación Poroma - General,Poroma Substation General,Subestación Poroma - General
53,5,3,0,0,5300,2,OFF-SITE ACCESS ROADS / VÍAS DE ACCESO FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE ACCESS ROADS / VÍAS DE ACCESO FUERA DEL SITIO,OFF-SITE ACCESS ROADS,VÍAS DE ACCESO FUERA DEL SITIO,,,,,,
531,5,3,1,0,5310,3,SEA WATER SYSTEM ACCESS ROAD / VÍA DE ACCESO PARA EL SISTEMA DE AGUA DE MAR,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE ACCESS ROADS / VÍAS DE ACCESO FUERA DEL SITIO,OFF-SITE ACCESS ROADS,VÍAS DE ACCESO FUERA DEL SITIO,SEA WATER SYSTEM ACCESS ROAD / VÍA DE ACCESO PARA EL SISTEMA DE AGUA DE MAR,SEA WATER SYSTEM ACCESS ROAD,VÍA DE ACCESO PARA EL SISTEMA DE AGUA DE MAR,,,
55,5,5,0,0,5500,2,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,,,,,,
551,5,5,1,0,5510,3,TRESTLE ABUTMENT & ACCESS /  ESTRIBO DEL MUELLE Y ACCESO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,TRESTLE ABUTMENT & ACCESS /  ESTRIBO DEL MUELLE Y ACCESO,TRESTLE ABUTMENT & ACCESS, ESTRIBO DEL MUELLE Y ACCESO,,,
5511,5,5,1,1,5511,4,Trestle Abutment / Estribo del Muelle,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,TRESTLE ABUTMENT & ACCESS /  ESTRIBO DEL MUELLE Y ACCESO,TRESTLE ABUTMENT & ACCESS, ESTRIBO DEL MUELLE Y ACCESO,Trestle Abutment / Estribo del Muelle,Trestle Abutment,Estribo del Muelle
5512,5,5,1,2,5512,4,Landside Service Platform / Plataforma de Servicio Terrestre,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,TRESTLE ABUTMENT & ACCESS /  ESTRIBO DEL MUELLE Y ACCESO,TRESTLE ABUTMENT & ACCESS, ESTRIBO DEL MUELLE Y ACCESO,Landside Service Platform / Plataforma de Servicio Terrestre,Landside Service Platform,Plataforma de Servicio Terrestre
5513,5,5,1,3,5513,4,Access Road / Vía de Acceso,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,TRESTLE ABUTMENT & ACCESS /  ESTRIBO DEL MUELLE Y ACCESO,TRESTLE ABUTMENT & ACCESS, ESTRIBO DEL MUELLE Y ACCESO,Access Road / Vía de Acceso,Access Road,Vía de Acceso
552,5,5,2,0,5520,3,TRESTLE / MUELLE,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,TRESTLE / MUELLE,TRESTLE,MUELLE,,,
5521,5,5,2,1,5521,4,Trestle / Muelle,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,TRESTLE / MUELLE,TRESTLE,MUELLE,Trestle / Muelle,Trestle,Muelle
553,5,5,3,0,5530,3,SERVICE PLATFORM (Inc. Seawater Pumps) / PLATAFORMA DE SERVICIO (incluye Bombas de Agua de Mar),OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,SERVICE PLATFORM (Inc. Seawater Pumps) / PLATAFORMA DE SERVICIO (incluye Bombas de Agua de Mar),SERVICE PLATFORM (Inc. Seawater Pumps),PLATAFORMA DE SERVICIO (incluye Bombas de Agua de Mar),,,
5531,5,5,3,1,5531,4,Marine Service Platform / Plataforma de Servicio Marítimo,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,SERVICE PLATFORM (Inc. Seawater Pumps) / PLATAFORMA DE SERVICIO (incluye Bombas de Agua de Mar),SERVICE PLATFORM (Inc. Seawater Pumps),PLATAFORMA DE SERVICIO (incluye Bombas de Agua de Mar),Marine Service Platform / Plataforma de Servicio Marítimo,Marine Service Platform,Plataforma de Servicio Marítimo
554,5,5,4,0,5540,3,SPREAD MOORING BUOY SYSTEM / SISTEMA DE BOYAS DE AMARRE DISTRIBUIDO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,SPREAD MOORING BUOY SYSTEM / SISTEMA DE BOYAS DE AMARRE DISTRIBUIDO,SPREAD MOORING BUOY SYSTEM,SISTEMA DE BOYAS DE AMARRE DISTRIBUIDO,,,
5541,5,5,4,1,5541,4,Spread Mooring Buoy System / Sistema de Boyas de Amarre Distribuido,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,SPREAD MOORING BUOY SYSTEM / SISTEMA DE BOYAS DE AMARRE DISTRIBUIDO,SPREAD MOORING BUOY SYSTEM,SISTEMA DE BOYAS DE AMARRE DISTRIBUIDO,Spread Mooring Buoy System / Sistema de Boyas de Amarre Distribuido,Spread Mooring Buoy System,Sistema de Boyas de Amarre Distribuido
555,5,5,5,0,5550,3,SULPHURIC ACID SYSTEM / SISTEMA DE ÁCIDO SULFÚRICO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,SULPHURIC ACID SYSTEM / SISTEMA DE ÁCIDO SULFÚRICO,SULPHURIC ACID SYSTEM,SISTEMA DE ÁCIDO SULFÚRICO,,,
5551,5,5,5,1,5551,4,Acid Hose & Hose Reel / Manguera de Ácido y Riel para Manguera,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,SULPHURIC ACID SYSTEM / SISTEMA DE ÁCIDO SULFÚRICO,SULPHURIC ACID SYSTEM,SISTEMA DE ÁCIDO SULFÚRICO,Acid Hose & Hose Reel / Manguera de Ácido y Riel para Manguera,Acid Hose & Hose Reel,Manguera de Ácido y Riel para Manguera
5552,5,5,5,2,5552,4,Pumping & Fixed Piping / Bombeo y Tubería Fija,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,SULPHURIC ACID SYSTEM / SISTEMA DE ÁCIDO SULFÚRICO,SULPHURIC ACID SYSTEM,SISTEMA DE ÁCIDO SULFÚRICO,Pumping & Fixed Piping / Bombeo y Tubería Fija,Pumping & Fixed Piping,Bombeo y Tubería Fija
556,5,5,6,0,5560,3,SEA WATER INTAKE / TOMA DE AGUA DE MAR,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,SEA WATER INTAKE / TOMA DE AGUA DE MAR,SEA WATER INTAKE,TOMA DE AGUA DE MAR,,,
5561,5,5,6,1,5561,4,Sea Water Intake (inc. Seawater Pumps) / Toma de Agua de Mar (incluye Bombas de Agua de Mar),OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,SEA WATER INTAKE / TOMA DE AGUA DE MAR,SEA WATER INTAKE,TOMA DE AGUA DE MAR,Sea Water Intake (inc. Seawater Pumps) / Toma de Agua de Mar (incluye Bombas de Agua de Mar),Sea Water Intake (inc. Seawater Pumps),Toma de Agua de Mar (incluye Bombas de Agua de Mar)
5562,5,5,6,2,5562,4,Intermediate Tank  / Tanque Intermedio,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,SEA WATER INTAKE / TOMA DE AGUA DE MAR,SEA WATER INTAKE,TOMA DE AGUA DE MAR,Intermediate Tank  / Tanque Intermedio,Intermediate Tank ,Tanque Intermedio
5563,5,5,6,3,5563,4,Seawater Civil Support Infrastructure / Infraestructura de Soporte Civil de Agua de Mar,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,SEA WATER INTAKE / TOMA DE AGUA DE MAR,SEA WATER INTAKE,TOMA DE AGUA DE MAR,Seawater Civil Support Infrastructure / Infraestructura de Soporte Civil de Agua de Mar,Seawater Civil Support Infrastructure,Infraestructura de Soporte Civil de Agua de Mar
