key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo
5561-TK-513|01-01-05,Pintar tanque con pintura epóxica anticorrosiva o similar de acuerdo al fluido contenido en su interior.,PREV,TEC-MEC,DET,10,3,8000,H
5561-TK-513|01-01-06,"Realizar reparaciones del tanque, soldadura en zonas afectadas de acuerdo a protocolo de trabajo en caliente y al tipo de fluido contenido en su interior.",COND,TEC-MEC,DET,12,4,, 
5561-TK-513|02-01-01,"Inspeccionar el estado de sensores de nivel, transmisor de nivel, interruptores de nivel.",INSP,TEC-INS,MAR,1,2,1,M
5561-TK-513|02-01-02,"Limpiar y cambiar componentes averiados de sensores de nivel, transmisor de nivel, interruptores de nivel.",PREV,TEC-INS,DET,2.5,2,8000,H
5561-TK-513|02-02-01,Realizar la contrastación de transmisores.,PREV,TEC-INS,DET,1,2,8000,H
2249-PU-225|01-01-01,"Inspeccionar conexión a tierra, cables de alimentación, caja de conexiones, pernos de anclaje, carcasa del motor, ventilador, tuberías flexibles conduit, verificar pintura de motor, inspeccionar fugas de lubricante en rodamientos. De ser necesario realizar la actividad de limpieza del motor con caudal de aire.
Registrar los parámetros eléctricos de cada motor.",INSP,TEC-ELE,MAR,0.5,2,1,M
2249-PU-225|01-01-02,"Limpiar parte externa del motor (carcaza, tapa de ventiladores, puntos de lubricación) con caudal de aire (blower), espátula, brocha y trapo para pulverizar con solvente dieléctrico, retirar sulfato y óxido de pernos de anclaje y conexiones a tierra.",PREV,TEC-ELE,DET,1,2,2000,H
2249-PU-225|01-01-03,"Limpiar el exterior con trapo y solvente dieléctrico de ser necesario, ajustar conexiones, verificar que los terminales se encuentren en buen estado, verificar la hermeticidad de la caja de conexiones, inspeccionar el cable de alimentación. Aplicar anticorrosivo de zinc a pernos de tapa.",PREV,TEC-ELE,DET,2,2,4000,H
2249-PU-225|01-01-04,"Retirar la tapa del ventilador, limpiar el ventilador con trapo y solvente dieléctrico, colocar la tapa del ventilador, cambiar el ventilador si se encuentra roto. Aplicar anticorrosivo de zinc a pernos de ventilador.",PREV,TEC-ELE,DET,1,2,4000,H
2249-PU-225|01-01-05,"Limpiar el terminal del cable a tierra, ajustar terminal del cable a tierra, cambiar el terminal del cable a tierra de ser necesario, inspeccionar integridad del cable. Aplicar anticorrosivo de zinc a pernos de cable a tierra.",PREV,TEC-ELE,DET,0.5,2,4000,H
2249-PU-225|01-01-06,"Retirar las tapas del lado ventilador y lado acople, retirar los rodamientos con el extractor de rodamientos, colocar los rodamientos nuevos, colocar las tapas retiradas. Rodamiento delantero 6206-ZZ, Rodamiento posterior 6205-ZZ (El cambio se realizara según monitoreo de condición).",COND,TEC-ELE,DET,5,2,,
2249-PU-225|01-01-07,"Retirar la tapa de la caja de conexiones, desconectar cables de alimentación, medir resistencia de aislamiento, conectar los cables, cerrar la tapa de conexión. Registrar datos de actividad en formato establecido.",PREV,TEC-ELE,DET,1,2,4000,H
2249-PU-225|01-01-08,Utilizando el pirómetro tomar lectura y registrar la temperatura en los rodamientos verificando que no exceda según manual de fabricante.,INSP,TEC-ELE,MAR,0.5,1,1,M
2249-PU-225|01-01-09,Utilizando el pirómetro tomar lectura y registrar la temperatura en el estator verificando que no exceda según datos de placa. (Considerar que la temperatura real es aproximadamente 20°C de la temperatura medida).,INSP,TEC-ELE,MAR,0.5,1,1,M
2249-PU-225|01-01-10,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1,1,1500,H
2249-PU-225|01-01-11,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500,H
2249-PU-225|01-02-01,"Realizar una inspección de los módulos externos, borneras y cables, realizar el ajuste de las borneras de los cables de control y fuerza del variador, de encontrar cables sueltos se deberá revisar los planos del variador para realizar el seguimiento correspondiente, verificar tarjetas electrónica de control y potencia teniendo en consideración no dañar la fibra óptica y usando brazalete antiestático con la conexión a tierra correspondiente, revisar la conexión de la fibra óptica y los cables flat, realizar una limpieza de la parte exterior del variador, realizar la limpieza del ventilador, retirar los filtros, de encontrarse saturados y/o dañados proceder a su cambio. Aspirar interior del gabinete del variador. Realizar back up del variador a través del ordenador.",PREV,TEC-ELE,DET,2,2,4000,H
2249-PU-225|01-03-01,"Destensar pernos de base del motor, retirar fajas, colocar fajas nuevas, regular tensión de fajas a través de los pernos de la base del motor.",PREV,TEC-MEC,DET,1,2,4000,H
2249-PU-225|01-03-02,"Corregir defectos de pie cojo en el equipo móvil, diagnosticar el desalineamiento con equipo láser, lainar los puntos de anclaje del equipo móvil así como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,1,2,4000,H
2249-PU-225|02-01-01,Verificar que no existan ruidos ni vibraciones inusuales. Verificar la temperatura no exceda 100 °C. Verificar fugas de grasa por los sellos y/o juntas.,PRED,TEC-PRD,MAR,0.5,1,1500,H
2249-PU-225|02-01-02,"Desmontar la carcasa, impulsor y eje. Extraer los rodamientos con herramientas adecuadas, verificar las medidas y ajustes en los asientos de rodamientos en el eje, montar los rodamientos y lubricar si estos no son sellados, montar de los componentes de la bomba teniendo en cuenta ajustes y holguras.",COND,TEC-MEC,DET,4,2,,
2249-PU-225|02-01-03,Medir vibraciones en los rodamientos.,PRED,TEC-PRD,MAR,0.5,1,1500,H
2249-PU-225|02-01-04,"Utilizar para su lubricación una grasa de grado NLGI 3 - Móbil Mobilux EP3, 0.17kg.",LUBR,TEC-MEC,DET,0.5,1,660,H
2249-PU-225|02-02-01,"Desmontar el impulsor, retirar manguito y junta desgastado, comprobar medidas de manguito nuevo, montar en el eje con junta nueva, montar impulsor.",PREV,TEC-MEC,DET,0.5,2,4000,H
2249-PU-225|02-02-02,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, recuperar la medida por medio de camisetas o bujes de desgaste.",INSP,TEC-MEC,DET,3,2,8000,H
2249-PU-225|02-03-01,"Verificar ajuste de pernos de carcasa y ajustar de ser necesario, inspeccionar fugas en lado succión y lado de descarga, cambiar empaque de ser necesario.",INSP,TEC-MEC,MAR,4,2,660,H
2249-PU-225|02-03-02,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,0.5,2,8000,H
2249-PU-225|02-03-03,"Desmontar la voluta, retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, armar la carcasa, montar la voluta.",PREV,TEC-MEC,DET,4,2,4000,H
2249-PU-225|02-04-01,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,3,2,4000,H
2249-PU-225|02-05-01,"Verificar nivel de goteo en lado prensaestopas, de haber un flujo excesivo en la zona de sello ajustar prensaestopas, de haber goteo inferior a la condición normal de operación liberar los pernos de prensaestopas, verificar temperatura en la zona, de presentar sobrecalentamiento realizar cambio de estopas.",INSP,TEC-MEC,MAR,0.5,1,660,H
2249-PU-225|02-05-02,"Desmontar prensa estopa y extraer los sellos (estopas/cuerda grafitada), extraer del anillo difusor, preparar los sellos para cambio (determinar correctamente la longitud y realizar los cortes de los mismos en diagonal para lograr un mejor sellado), montar los sellos y el anillo difusor (tener en cuenta la posición del anillo difusor pues este debe de quedar a la altura del punto de lubricación con agua), montar la prensa estopa y ajustar los pernos hasta lograr un punto de goteo adecuado (este cantidad de goteo depende del diámetro del eje).",PREV,TEC-MEC,DET,1,2,2000,H
2249-PU-225|02-06-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1,2,8000,H
2249-PU-225|03-01-01,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños, inspeccionar que no existan fugas en las conexiones: FSL-26625, XV-26625.",INSP,TEC-INS,MAR,0.25,2,1,M
2249-PU-225|03-01-02,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones, limpiar con limpia contactos las conexiones, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de error y confirmación con sala de control: FSL-26625, XV-26625.",PREV,TEC-INS,DET,1,2,4000,H
2249-PU-225|03-01-03,"Realizar el cambio de instrumentos averiados de acuerdo a condición: FSL-26625, XV-26625.",COND,TEC-INS,DET,1,2,,
2287-PU-269|01-01-01,Inspección general del motor y cables de conexión.,INSP,TEC-ELE,MAR,0.5,2,1,M
2287-PU-269|01-01-02,"Limpieza y ajuste de bornes de conexión, medición de parámetros eléctricos (Voltaje, Corriente, Potencia), mtto del cable a tierra.",PREV,TEC-ELE,DET,2,2,1500,H
2287-PU-269|01-02-01,"Inspección de carcasa, estado de pintura y elementos de sujeción, inspección de vibración y temperatura.",PREV,TEC-MEC,MAR,0.5,2,660,H
2287-PU-269|01-02-02,Monitoreo de vibración y temperatura.,PRED,TEC-PRD,MAR,0.5,1,1500,H
2287-PU-269|01-02-03,Mantenimiento general de reductor.,COND,TEC-MEC,DET,8,3,,
2287-PU-269|01-02-04,Inspección de fugas en sellos y cambio de aceite de reductor.,PREV,TEC-MEC,DET,2.25,2,4000,H
2287-PU-269|02-01-01,Inspección de vibración y temperatura.,INSP,TEC-MEC,MAR,0.25,1,660,H
2287-PU-269|02-01-02,Monitoreo de vibración y temperatura.,PRED,TEC-PRD,DET,0.5,1,1500,H
2287-PU-269|02-01-03,Cambio de rodamientos.,COND,TEC-MEC,DET,6,2,,
2287-PU-269|02-01-04,Cambiar el aceite lubricante.,PREV,TEC-MEC,MAR,2,2,4000,H
2287-PU-269|02-02-01,"Inspección de fugas línea de succión y descarga, en sello mecánico e inspección de estado de pintura y corrosión.",INSP,TEC-MEC,MAR,0.75,2,660,H
2287-PU-269|02-02-02,Cambio de sello mecánico.,PREV,TEC-MEC,DET,3,2,8000,H
2287-PU-269|02-02-03,Cambio de empaques de succión y descarga.,PREV,TEC-MEC,DET,1,2,4000,H
2287-PU-269|02-02-04,Realizar la prueba de eficiencia de la bomba.,PREV,TEC-MEC,DET,2,2,8000,H
2287-PU-269|02-02-05,Cambio de estator.,COND,TEC-MEC,DET,4,2,,
2287-PU-269|02-03-01,Inspección de ruido en estator.,INSP,TEC-MEC,MAR,0.25,2,660,H
2287-PU-269|02-03-02,Cambiar el rotor.,COND,TEC-MEC,DET,4,2,,
2287-PU-269|02-03-03,Limpieza y lavado de bomba.,PREV,TEC-MEC,DET,2,2,4000,H
2287-PU-269|03-01-01,Inspeccionar el estado de componentes.,INSP,TEC-INS,MAR,0.5,2,1,M
2287-PU-269|03-01-02,Limpieza y cambio de componentes averiados.,PREV,TEC-INS,DET,2,2,4000,H
2287-PU-269|03-02-01,Realizar la calibración de los transmisores.,PREV,TEC-INS,DET,1,2,4000,H
4532-PU-40763|01-01-01,Inspección genearl del motor y cables de conexión.,INSP,TEC-ELE,MAR,0.5,2,1,M
4532-PU-40763|01-01-02,"Limpiar la superficie del motor, limpiar y ajustar bornes de conexión, medir parámetros eléctricos (Voltaje, Corriente, Potencia), realizar el mtto del cable a tierra.",PREV,TEC-ELE,DET,2,2,2000,H
4532-PU-40763|02-01-01,Inspeccionar los elementos de unión y posibles fugas.,INSP,TEC-MEC,MAR,0.5,1,660,H
4532-PU-40763|02-01-02,Cambiar la tapa y la carcasa.,PREV,TEC-MEC,DET,2,2,8000,H
4532-PU-40763|02-02-01,Cambiar el impulsor de latón.,PREV,TEC-MEC,DET,1,2,8000,H
4532-PU-40763|02-03-01,Inspección de posibles desgaste en el eje.,INSP,TEC-MEC,DET,0.5,1,4000,H
4532-PU-40763|02-03-02,Cambio de eje y de rodamientos.,PREV,TEC-MEC,DET,2,2,8000,H
4532-PU-40763|02-04-01,Cambio de sello mecánico.,PREV,TEC-MEC,DET,1,2,8000,H
4532-PU-40763|03-01-01,Inspeccionar el estado de componentes.,INSP,TEC-INS,MAR,0.5,2,1,M
4532-PU-40763|03-01-02,Limpieza y cambio de componentes averiados.,PREV,TEC-INS,DET,2,2,4000,H
4532-PU-40763|03-02-01,Realizar la calibración de los transmisores.,PREV,TEC-INS,DET,1,2,4000,H
4532-PU-40767|01-01-01,Inspección genearl del motor y cables de conexión.,INSP,TEC-ELE,MAR,0.5,2,1,M
4532-PU-40767|01-01-02,"Limpiar la superficie del motor, limpiar y ajustar bornes de conexión, medir parámetros eléctricos (Voltaje, Corriente, Potencia), realizar el mtto del cable a tierra.",PREV,TEC-ELE,DET,2,2,2000,H
4532-PU-40767|02-01-01,Inspeccionar los elementos de unión y posibles fugas.,INSP,TEC-MEC,MAR,0.5,1,660,H
4532-PU-40767|02-01-02,Cambiar la tapa y la carcasa.,PREV,TEC-MEC,DET,2,2,8000,H
4532-PU-40767|02-02-01,Cambiar el impulsor de latón.,PREV,TEC-MEC,DET,1,2,8000,H
4532-PU-40767|02-03-01,Inspección de posibles desgaste en el eje.,INSP,TEC-MEC,DET,0.5,1,4000,H
4532-PU-40767|02-03-02,Cambio de eje y de rodamientos.,PREV,TEC-MEC,DET,2,2,8000,H
4532-PU-40767|02-04-01,Cambio de sello mecánico.,PREV,TEC-MEC,DET,1,2,8000,H
4532-PU-40767|03-01-01,Inspeccionar el estado de componentes.,INSP,TEC-INS,MAR,0.5,2,1,M
4532-PU-40767|03-01-02,Limpieza y cambio de componentes averiados.,PREV,TEC-INS,DET,2,2,4000,H
4532-PU-40767|03-02-01,Realizar la calibración de los transmisores.,PREV,TEC-INS,DET,1,2,4000,H
4316-PU-40428|03-01-01,Inspeccionar el estado de componentes.,INSP,TEC-INS,MAR,0.5,2,1,M
4316-PU-40428|03-01-02,Limpieza y cambio de componentes averiados.,PREV,TEC-INS,DET,2,2,4000,H
4316-PU-40428|03-02-01,Realizar la calibración de los transmisores.,PREV,TEC-INS,DET,1,2,4000,H
3261-PU-332|01-01-01,"Inspeccionar conexión a tierra, cables de alimentación, caja de conexiones, pernos de anclaje, carcasa del motor, ventilador, tuberías flexibles conduit, verificar pintura de motor, inspeccionar fugas de lubricante en rodamientos. De ser necesario realizar la actividad de limpieza del motor con caudal de aire.
Registrar los parámetros eléctricos de cada motor.",INSP,TEC-ELE,MAR,0.5,2,1,M
3261-PU-332|01-01-02,"Limpiar con caudal de aire (blower), espátula, brocha y trapo para pulverizar con solvente dieléctrico.",PREV,TEC-ELE,DET,1,2,3000,H
3261-PU-332|01-01-03,"Limpiar el exterior con trapo y solvente dieléctrico de ser necesario, ajustar conexiones, verificar que los terminales se encuentren en buen estado, verificar la hermeticidad de la caja de conexiones, inspeccionar el cable de alimentación. Aplicar anticorrosivo de zinc a pernos de tapa.
Comprobar la continuidad de cada elemento del calefactor.",PREV,TEC-ELE,DET,2,2,3000,H
3261-PU-332|01-01-04,"Retirar la tapa del ventilador, limpiar el ventilador con trapo y solvente dieléctrico, colocar la tapa del ventilador, cambiar el ventilador si se encuentra roto. Aplicar anticorrosivo de zinc a pernos de ventilador.",PREV,TEC-ELE,DET,1,2,3000,H
3261-PU-332|01-01-05,"Limpiar el terminal del cable a tierra, ajustar terminal del cable a tierra, cambiar el terminal del cable a tierra de ser necesario, inspeccionar integridad del cable. Aplicar anticorrosivo de zinc a pernos de cable a tierra.",PREV,TEC-ELE,DET,0.5,2,3000,H
3261-PU-332|01-01-06,"Retirar las tapas del lado ventilador y lado acople, retirar los rodamientos con el extractor de rodamientos, colocar los rodamientos nuevos, colocar las tapas retiradas. Rodamiento delantero 6310-C3 , Rodamiento posterior 6209-C3 (El cambio se realizara según monitoreo de condición).",COND,TEC-ELE,DET,5,2,,
3261-PU-332|01-01-07,"Retirar la tapa de la caja de conexiones, desconectar cables de alimentación, medir resistencia de aislamiento, conectar los cables, cerrar la tapa de conexión. Registrar datos de actividad en formato establecido.",PREV,TEC-ELE,DET,1,2,3000,H
3261-PU-332|01-01-08,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Rodamiento delantero 6310-C3 cantidad de grasa 15g intervalo de lubricación calculado 14500 h.",LUBR,TEC-ELE,MAR,0.5,2,12000,H
3261-PU-332|01-01-09,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Rodamiento posterior 6209-C3 cantidad de grasa 8g intervalo de lubricación calculado 17100 h.",LUBR,TEC-ELE,MAR,0.5,2,16000,H
3261-PU-332|01-01-10,Utilizando el pirómetro tomar lectura y registrar la temperatura en los rodamientos verificando que no exceda según manual de fabricante.,INSP,TEC-ELE,MAR,0.5,1,1,M
3261-PU-332|01-01-11,Utilizando el pirómetro tomar lectura y registrar la temperatura en el estator verificando que no exceda según datos de placa. (Considerar que la temperatura real es aproximadamente 20°C de la temperatura medida).,INSP,TEC-ELE,MAR,0.5,1,1,M
3261-PU-332|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1,1,2000,H
3261-PU-332|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,2000,H
3261-PU-332|01-02-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,165,H
3261-PU-332|01-02-02,"Desmontar el acople. Verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente. Verificar el estado de los elementos de arrastre (masas, canales y chavetas). Verificar el alineamiento entre ejes. Montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",COND,TEC-MEC,DET,2,2,,
3261-PU-332|01-02-03,"Corregir defectos de pie cojo en el equipo móvil. Diagnosticar el desalineamiento con equipo laser. Colocar lainas en los puntos de anclaje del equipo móvil, así como los desplazamientos horizontales según los datos del equipo de alineamiento laser. Torquear pernos de anclaje. Realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento laser.",COND,TEC-PRD,DET,2,2,,
3261-PU-332|02-01-01,Verificar el ajuste entre la placa lateral y el impulsor. Verificar fuga por los pernos de unión y/o juntas de la carcasa. Verificar condición de pernos de unión. Verificar desgaste y/o corrosión de la carcasa.,INSP,TEC-MEC,MAR,0.25,1,165,H
3261-PU-332|02-01-02,Desmontar en la carcasa el lado de la succión para tener acceso al impulsor. Determinar el estado del impulsor (desgaste y/o corrosión). Desmontar el impulsor del eje. Verificar el desgaste en el eje. Verificar el anillo de desgaste. Montar el nuevo impulsor. Regular la holgura entre carcaza e impulsor. Torquear el perno de ajuste del impulsor. Reemplazar las empaquetaduras. Torquear pernos de la carcasa (ajustar los pernos en cruz).,COND,TEC-MEC,DET,3,2,,
3261-PU-332|02-01-03,Desmontar la voluta. Retirar los pernos de unión de la carcasa. Desmontar eje e impulsor. Retirar pernos de sujeción de revestimiento. Cambiar y ajustar forros nuevos. Montar eje e impulsor. Montar carcasa.,COND,TEC-MEC,DET,4,2,,
3261-PU-332|02-01-04,"Verificar los parámetros de operación, de ser necesario algún desvió cambiar los componentes internos.",PREV,TEC-MEC,MAR,0.5,1,6000,H
3261-PU-332|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,3,2,6000,H
3261-PU-332|02-01-06,"Retirar y cambiar los elementos de unión como pernos, chavetas, pasadores, etc., de presentarse estiramiento o deformación por esfuerzos de compresión, tracción o cizallamiento.",COND,TEC-MEC,DET,1,2,,
3261-PU-332|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,165,H
3261-PU-332|02-02-02,"Utilizar el colector de vibración para realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial) del lado fijo y el lado libre. Verificar que la vibración no exceda los 2.3 mm/s (según ISO-10816-3).",PRED,TEC-PRD,MAR,0.25,1,2000,H
3261-PU-332|02-02-03,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,2000,H
3261-PU-332|02-02-04,Desmontar la caja de rodamientos. Desmontar los sellos y/o juntas de la bomba para asegurar estanqueidad del equipo de ser necesario. Montar los sellos radiales. Montar caja de rodamientos.,COND,TEC-MEC,DET,2,2,,
3261-PU-332|02-02-05,"Desmontar la caja de rodamientos. Desmontar los rodamientos (lado impulsor y acople). Verificar desgaste en el eje. Cambiar los rodamientos, ajustar los topes y tapas de la caja de rodamientos.",COND,TEC-MEC,DET,3,2,,
3261-PU-332|02-02-06,"Para una lubricación periódica, utilizar la bomba de grasa y suministrar 50 Gr. (Grasa NGLI 2 lado impulsor 20 Gr. y lado acople 30 Gr.).",LUBR,TEC-MEC,MAR,0.5,2,660,H
3261-PU-332|02-02-07,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 220 Gr. (Grasa NGLI 2 lado impulsor 85 Gr. y lado acople 135 Gr.).",LUBR,TEC-MEC,DET,1.5,2,3000,H
3261-PU-332|02-02-08,"Desmontar el eje de la bomba desde el lado de la caja de rodamientos. Desmontar las tapas y la carcasa. Desmontar el sello mecánico. Verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. Realizar inspección visual y prueba de tintes penetrantes, de presentar desgaste en el eje. Cambiar eje o recuperar la medida por medio de camisetas o bujes de desgaste. Montar el impulsor sobre el eje. Montar la caja de rodamientos y asegurar la carcasa.",INSP,TEC-MEC,DET,1.5,2,3000,H
3261-PU-332|02-02-09,Desmontar el eje de la bomba desde el lado de la caja de rodamientos. Desmontar las tapas y la carcasa. Desmontar el sello mecánico. Montar los rodamientos en las zonas de apoyos del nuevo eje. Montar sello mecánico. Montar el impulsor sobre el eje. Montar la caja de rodamientos y asegurar la carcasa.,COND,TEC-MEC,DET,3,2,,
3261-PU-332|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,1,165,H
3261-PU-332|02-03-02,"Desmontar el eje de la bomba desde el lado de la caja de rodamientos. Desmontar las tapas y la carcasa. Desmontar el sello mecánico. Montar mangueras y accesorios para pruebas hidrostáticas, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",PREV,TEC-MEC,DET,2,2,3000,H
3261-PU-332|02-03-03,Desmontar el eje de la bomba desde el lado de la caja de rodamientos. Desmontar las tapas y la carcasa. Desmontar el sello mecánico. Verificar el desgaste de la camiseta de ser necesario reemplazar el componente. Montar el impulsor sobre el eje. Montar la caja de rodamientos y asegurar la carcasa.,COND,TEC-MEC,DET,3,2,,
3261-PU-332|03-01-01,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños, inspeccionar que no existan fugas en las conexiones. PI-34009, FIT-34008, DE-34007, DIT-34007, DX-34007, XV-34007A, XV-34007C, XV-34007B.",INSP,TEC-INS,MAR,0.5,2,6,S
3261-PU-332|03-01-02,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones, limpiar con limpia contactos las conexiones, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de error y confirmación con sala de control. PI-34009, FIT-34008, DE-34007, DIT-34007, DX-34007, XV-34007A, XV-34007C, XV-34007B.",PREV,TEC-INS,DET,2,2,3000,H
3261-PU-332|03-01-03,"Realizar el cambio de instrumentos averiados de acuerdo a condición. PI-34009, FIT-34008, DE-34007, DIT-34007, DX-34007, XV-34007A, XV-34007C, XV-34007B.",COND,TEC-INS,DET,1,2,,
3261-PU-332|03-02-01,"Desconectar, realizar la calibración, conectar, realizar pruebas de error, confirmación y contraste de medidas con sala de control. FIT-34008, DIT-34007.",PREV,TEC-INS,DET,1,2,3000,H
3261-PU-333|01-01-01,"Inspeccionar conexión a tierra, cables de alimentación, caja de conexiones, pernos de anclaje, carcasa del motor, ventilador, tuberías flexibles conduit, verificar pintura de motor, inspeccionar fugas de lubricante en rodamientos. De ser necesario realizar la actividad de limpieza del motor con caudal de aire.
Registrar los parámetros eléctricos de cada motor.",INSP,TEC-ELE,MAR,0.5,2,1,M
3261-PU-333|01-01-02,"Limpiar con caudal de aire (blower), espátula, brocha y trapo para pulverizar con solvente dieléctrico.",PREV,TEC-ELE,DET,1,2,3000,H
3261-PU-333|01-01-03,"Limpiar el exterior con trapo y solvente dieléctrico de ser necesario, ajustar conexiones, verificar que los terminales se encuentren en buen estado, verificar la hermeticidad de la caja de conexiones, inspeccionar el cable de alimentación. Aplicar anticorrosivo de zinc a pernos de tapa.
Comprobar la continuidad de cada elemento del calefactor.",PREV,TEC-ELE,DET,2,2,3000,H
3261-PU-333|01-01-04,"Retirar la tapa del ventilador, limpiar el ventilador con trapo y solvente dieléctrico, colocar la tapa del ventilador, cambiar el ventilador si se encuentra roto. Aplicar anticorrosivo de zinc a pernos de ventilador.",PREV,TEC-ELE,DET,1,2,3000,H
3261-PU-333|01-01-05,"Limpiar el terminal del cable a tierra, ajustar terminal del cable a tierra, cambiar el terminal del cable a tierra de ser necesario, inspeccionar integridad del cable. Aplicar anticorrosivo de zinc a pernos de cable a tierra.",PREV,TEC-ELE,DET,0.5,2,3000,H
3261-PU-333|01-01-06,"Retirar las tapas del lado ventilador y lado acople, retirar los rodamientos con el extractor de rodamientos, colocar los rodamientos nuevos, colocar las tapas retiradas. Rodamiento delantero 6315-C3, Rodamiento posterior 6213-C3 (El cambio se realizara según monitoreo de condición).",COND,TEC-ELE,DET,5,2,,
